SiteID,date,damage_class,damage_status,Governorate,Municipality,Neighborhood,damage_class_desc,is_damaged,damage_level,lon,lat,index_right
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.48112032600005,31.519580319000056,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48138755900004,31.51968142700008,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.480909584000074,31.519600256000047,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.482056095000075,31.51881525300007,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48197589100005,31.518698705000077,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.482000664000054,31.518530593000037,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48210320600009,31.518448849000038,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.48225435000006,31.518715617000055,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.482452366000075,31.518600880000065,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48256517700008,31.518549225000072,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48449942700006,31.518155102000037,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.48618192400005,31.519447287000048,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.48628235000007,31.519528998000055,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.486324953000064,31.51938755000009,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.48982824800004,31.519078670000056,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48896669900006,31.518593553000073,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.489089353000054,31.51865871800004,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48917799000009,31.518713538000043,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.489382843000044,31.51882285700009,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48958590400008,31.518948307000073,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48971436800008,31.519013404000077,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48927402900006,31.518760753000038,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.485978027000044,31.51708678300008,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48623751400004,31.517235860000085,0
26,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.484924823000085,31.517820309000058,0
26,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.48482464300008,31.517792988000053,0
26,2023-11-26 00:00:00+00:00,1.0,3.0,North Gaza,Jabalya,Ar Rawdah,Destroyed,1,3,34.48505530600005,31.51785245500008,0
26,2023-11-26 00:00:00+00:00,2.0,3.0,North Gaza,Jabalya,Ar Rawdah,Severe Damage,1,2,34.48453933600007,31.51771861900005,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49133050100005,31.519257983000045,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49141942700004,31.519347665000055,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.491569413000036,31.516466429000047,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49135605500004,31.51658228100007,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49164078000007,31.516610202000038,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.496513236000055,31.51409519500004,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49333729600005,31.51894638200008,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49387934500004,31.51868892200008,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49377618400007,31.515285652000046,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49368856400008,31.51540132200006,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49360083700009,31.515314415000034,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49322237600006,31.515511506000053,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49303597800008,31.51562554700007,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49332155500008,31.51535775800005,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.492897765000066,31.515637595000044,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.493021396000074,31.51548428700005,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49313246500009,31.515365486000064,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.493457326000055,31.51528471800009,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49387957400006,31.515507823000064,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.494086476000064,31.515082518000042,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49422328800006,31.515172637000035,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49417334800006,31.515247126000077,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49465653400006,31.515243010000063,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49348837600007,31.515787817000046,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.494230895000044,31.514544086000058,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49393790900007,31.51459994600009,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49416383100004,31.514278689000037,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49452975400004,31.514062867000064,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.495101152000075,31.514629290000073,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49461007000008,31.515306758000065,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.494033459000036,31.51620680700006,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49266821800006,31.51616189300006,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49473614000004,31.51374486600008,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.49381048100008,31.518762501000083,0
26,2023-11-26 00:00:00+00:00,1.0,0.0,North Gaza,Jabalya,As-Salam,Destroyed,1,3,34.493036991000054,31.515557981000086,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49360109300005,31.515564519000066,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.49413011000007,31.515518700000086,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.494108535000066,31.516074652000043,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.496821554000064,31.514241601000037,0
26,2023-11-26 00:00:00+00:00,2.0,0.0,North Gaza,Jabalya,As-Salam,Severe Damage,1,2,34.495465350000075,31.51670101600007,0
